userid,age,  Gender  ,location,  Income  ,debt,  Owns Property  ,profession,  Demographics  ,  Platform  ,  Total Time Spent  ,number of sessions,video id,video category,  Video Length  ,  Engagement  ,  Importance Score  ,time spent on video,  Number Of Videos Watched  ,  Scroll Rate  ,  Frequency  ,productivityloss,  Satisfaction  ,  Watch Reason  ,  Devicetype  ,  Os  ,  Watch Time  ,  Self Control  ,  Addiction Level  ,currentactivity,connectiontype,  Favorite Day Of The Week  ,coffee preference,  Random Quote  ,  Mood Today  ,  Shoe Size  ,  Breakfast Item  ,  Favorite Emoji  ,marital status,  Pet Name  
963,23,  Other  ,  Vietnam  ,40936,  False  ,  False  ,  Students  ,  Urban  ,  TikTok  ,87,7,4234,  Trends  ,12,3994,4,21,23,63,  Afternoon  ,8,2,  Habit  ,  Tablet  ,  Android  ,  5:45 PM  ,10,0,  At school  ,  Wi-Fi  ,  Wednesday  ,  Latte  ,  YOLO  ,  Excited  ,,  Nothing  ,  😊  ,  Single  ,  Buddy  
964,47,  Male  ,  Indonesia  ,24426,  False  ,  True  ,  Waiting staff  ,  Rural  ,  YouTube  ,84,15,578,  Gaming  ,16,7253,8,6,13,76,  Evening  ,3,7,  Boredom  ,  Computer  ,  iOS  ,  4:25 PM  ,5,5,  At home  ,  Mobile Data  ,  Saturday  ,  Espresso  ,  Live Laugh Love  ,  Excited  ,12,  Cereal  ,  💡  ,  Married  ,  None  
965,55,  Female  ,  Philippines  ,47606,  False  ,  False  ,  Students  ,  Rural  ,  TikTok  ,290,10,,  Entertainment  ,25,45,3,9,9,82,  Afternoon  ,3,7,  Boredom  ,  Smartphone  ,  iOS  ,  5:45 PM  ,5,5,  At home  ,  Mobile Data  ,  Saturday  ,  None  ,  Carpe Diem  ,  Excited  ,11,  Pancakes  ,  😴  ,  Divorced  ,  None  
966,19,  Male  ,  India  ,67832,  True  ,  True  ,  Students  ,  Rural  ,  YouTube  ,30,14,228,  Gaming  ,27,2057,6,1,49,51,  Night  ,3,7,  Entertainment  ,  Smartphone  ,  iOS  ,  10:15 PM  ,5,5,  Commuting  ,  Mobile Data  ,  Tuesday  ,  Latte  ,  Hakuna Matata  ,  Tired  ,12,  Nothing  ,  💡  ,  Married  ,  Max  
967,32,  Female  ,  India  ,48151,  False  ,  False  ,  driver  ,  nan  ,  YouTube  ,180,6,2329,  ASMR  ,5,663,6,12,20,43,  Night  ,3,7,  nan  ,  Tablet  ,  Android  ,  10:15 PM  ,5,5,  Commuting  ,  Mobile Data  ,  Friday  ,  Espresso  ,  Hakuna Matata  ,  Anxious  ,,  Cereal  ,  😴  ,  Complicated  ,  Luna  
968,28,  Male  ,  Indonesia  ,99303,  True  ,  True  ,  Students  ,  Rural  ,  YouTube  ,24,14,,  Life Hacks  ,25,4668,9,26,28,34,  Evening  ,6,4,  nan  ,  Smartphone  ,  Android  ,  4:25 PM  ,8,2,  At school  ,  Mobile Data  ,  Wednesday  ,  Latte  ,  Keep going  ,  Anxious  ,10,  Nothing  ,  😂  ,  Complicated  ,  Max  
969,25,  Female  ,  United States  ,31308,  False  ,  False  ,  Waiting staff  ,  nan  ,  YouTube  ,220,12,9020,  Gaming  ,16,2029,9,14,44,97,  Morning  ,8,2,  Boredom  ,  Smartphone  ,  MacOS  ,  9:55 AM  ,8,2,  At school  ,  Mobile Data  ,  Thursday  ,  Latte  ,  Keep going  ,  Excited  ,12,  Omelette  ,  nan  ,  Divorced  ,  Max  
970,43,  Female  ,  United States  ,82522,  True  ,  True  ,  Students  ,  nan  ,  YouTube  ,57,11,431,  Entertainment  ,25,5717,4,6,37,49,  Night  ,8,2,  nan  ,  Computer  ,  Android  ,  10:15 PM  ,10,0,  At home  ,  Mobile Data  ,  Thursday  ,  Latte  ,  Keep going  ,  Anxious  ,7,  Pancakes  ,  😴  ,  Married  ,  Bella  
971,62,  Female  ,  Germany  ,65671,  True  ,  True  ,  Students  ,  Rural  ,  TikTok  ,95,19,9256,  Gaming  ,6,2696,9,1,24,18,  Night  ,9,1,  Entertainment  ,  Smartphone  ,  MacOS  ,  10:15 PM  ,10,0,  At home  ,  Wi-Fi  ,  Friday  ,  Espresso  ,  Keep going  ,  Tired  ,11,  Toast  ,  🔥  ,  Complicated  ,  Luna  
972,61,  Other  ,  Indonesia  ,22204,  False  ,  True  ,  Artist  ,  Rural  ,  YouTube  ,158,2,1710,  Entertainment  ,11,8831,6,22,44,61,  Evening  ,3,7,  Boredom  ,  Computer  ,  MacOS  ,  4:25 PM  ,5,5,  At work  ,  Mobile Data  ,  Wednesday  ,  None  ,  YOLO  ,  Happy  ,,  Cereal  ,  💡  ,  Complicated  ,  Luna  
973,22,  Female  ,  Vietnam  ,51131,  True  ,  True  ,  driver  ,  Rural  ,  TikTok  ,197,1,5783,  Jokes/Memes  ,17,2663,2,2,33,57,  Night  ,8,2,  Entertainment  ,  Smartphone  ,  iOS  ,  10:15 PM  ,10,0,  At home  ,  Mobile Data  ,  Wednesday  ,  None  ,  Hakuna Matata  ,  Excited  ,10,  Cereal  ,  😴  ,  nan  ,  Luna  
974,23,  Female  ,  Germany  ,72428,  True  ,  False  ,  Teacher  ,  Urban  ,  Facebook  ,160,8,1235,  Jokes/Memes  ,26,2745,6,24,20,93,  Night  ,6,4,  Habit  ,  Smartphone  ,  Android  ,  10:15 PM  ,8,2,  At school  ,  Mobile Data  ,  Friday  ,  Cappuccino  ,  Keep going  ,  Anxious  ,8,  Omelette  ,  😂  ,  Single  ,  Bella  
975,43,  Female  ,  Barzil  ,53870,  True  ,  True  ,  Students  ,  Rural  ,  Instagram  ,150,14,8494,  Vlogs  ,23,5004,2,11,48,5,  nan  ,6,4,  Boredom  ,  Smartphone  ,  iOS  ,  10:15 PM  ,8,2,  At school  ,  Wi-Fi  ,  Thursday  ,  None  ,  Carpe Diem  ,  Tired  ,7,  Toast  ,  😊  ,  Complicated  ,  Bella  
976,21,  Male  ,  Japan  ,69067,  True  ,  False  ,  Engineer  ,  Rural  ,  YouTube  ,78,9,5206,  ASMR  ,14,6321,8,3,30,89,  Evening  ,8,2,  Boredom  ,  Smartphone  ,  iOS  ,  4:25 PM  ,10,0,  At school  ,  Mobile Data  ,  Sunday  ,  Black  ,  Carpe Diem  ,  Anxious  ,11,  Pancakes  ,  🔥  ,  Single  ,  Luna  
977,36,  Male  ,  Pakistan  ,78585,  True  ,  True  ,  Students  ,  Rural  ,  Instagram  ,269,2,1421,  Entertainment  ,6,5125,4,10,44,24,  Evening  ,3,7,  nan  ,  Smartphone  ,  iOS  ,  4:25 PM  ,5,5,  At home  ,  Mobile Data  ,  Friday  ,  Black  ,  Hakuna Matata  ,  Sad  ,12,  Nothing  ,  😊  ,  Complicated  ,  Bella  
978,37,  Male  ,  United States  ,41607,  False  ,  False  ,  driver  ,  Rural  ,  TikTok  ,18,5,769,  Pranks  ,25,4948,5,6,9,93,  Evening  ,3,7,  Procrastination  ,  Smartphone  ,  Windows  ,  4:25 PM  ,5,5,  At home  ,  Mobile Data  ,  Tuesday  ,  Espresso  ,  Hakuna Matata  ,  Tired  ,8,  Nothing  ,  🔥  ,  Complicated  ,  Luna  
979,50,  Female  ,  Japan  ,44968,  False  ,  True  ,  Waiting staff  ,  nan  ,  Facebook  ,130,8,6035,  Jokes/Memes  ,23,4402,8,6,45,64,  Morning  ,8,2,  Habit  ,  Tablet  ,  Windows  ,  9:55 AM  ,10,0,  Commuting  ,  Wi-Fi  ,  Saturday  ,  Black  ,  Keep going  ,  Happy  ,7,  Nothing  ,  🔥  ,  nan  ,  Buddy  
980,37,  Female  ,  United States  ,31908,  nan  ,  nan  ,  Labor/Worker  ,  Rural  ,  Facebook  ,110,16,9597,  Gaming  ,28,,8,20,49,59,  Evening  ,3,7,  Habit  ,  Smartphone  ,  Android  ,  4:25 PM  ,5,5,  At home  ,  Mobile Data  ,  Saturday  ,  Espresso  ,  YOLO  ,  Tired  ,12,  Toast  ,  nan  ,  Complicated  ,  None  
981,29,  Male  ,  Philippines  ,46423,  False  ,  True  ,  driver  ,  Rural  ,  Facebook  ,158,16,8636,  Gaming  ,11,5912,6,21,17,38,  Evening  ,9,1,  Boredom  ,  Tablet  ,  Android  ,  4:25 PM  ,10,0,  At school  ,  Mobile Data  ,  Monday  ,  Latte  ,  Hakuna Matata  ,  Excited  ,6,  Toast  ,  😊  ,  Divorced  ,  None  
982,64,  Female  ,  Pakistan  ,94707,  True  ,  nan  ,  Labor/Worker  ,  Rural  ,  Instagram  ,155,13,3105,  Life Hacks  ,12,394,4,2,36,33,  Evening  ,8,2,  Boredom  ,  Smartphone  ,  MacOS  ,  4:25 PM  ,10,0,  At work  ,  Mobile Data  ,  Saturday  ,  Latte  ,  Live Laugh Love  ,  Happy  ,,  Omelette  ,  🔥  ,  Divorced  ,  Bella  
983,18,  Female  ,  India  ,98257,  True  ,  True  ,  Students  ,  Urban  ,  TikTok  ,252,15,4356,  Life Hacks  ,13,3597,1,26,14,10,  Afternoon  ,6,4,  Boredom  ,  Smartphone  ,  Android  ,  5:45 PM  ,8,2,  At home  ,  Mobile Data  ,  Thursday  ,  Espresso  ,  Live Laugh Love  ,  Happy  ,,  Omelette  ,  😂  ,  Complicated  ,  Buddy  
984,43,  Female  ,  India  ,81215,  True  ,  False  ,  Labor/Worker  ,  Rural  ,  YouTube  ,250,1,3306,  ASMR  ,4,329,7,26,19,37,  Evening  ,6,4,  Procrastination  ,  Tablet  ,  iOS  ,  4:25 PM  ,8,2,  At school  ,  Wi-Fi  ,  Sunday  ,  Cappuccino  ,  Live Laugh Love  ,  Excited  ,9,  Pancakes  ,  🔥  ,  Divorced  ,  Buddy  
985,31,  Female  ,  Philippines  ,75835,  True  ,  True  ,  Students  ,  Rural  ,  YouTube  ,52,3,1539,  Gaming  ,7,772,8,24,7,97,  Night  ,6,4,  Habit  ,  Tablet  ,  iOS  ,  10:15 PM  ,8,2,  At home  ,  Wi-Fi  ,  Wednesday  ,  None  ,  Hakuna Matata  ,  Happy  ,10,  Pancakes  ,  🔥  ,  Single  ,  Luna  
986,55,  Female  ,  Germany  ,69429,  True  ,  False  ,  Students  ,  Rural  ,  TikTok  ,104,6,1332,  Trends  ,2,8135,9,10,3,87,  Night  ,3,7,  Boredom  ,  Tablet  ,  Android  ,  10:15 PM  ,5,5,  Commuting  ,  Mobile Data  ,  Monday  ,  Latte  ,  YOLO  ,  Sad  ,6,  Nothing  ,  😂  ,  nan  ,  Luna  
987,54,  Other  ,  India  ,58458,  nan  ,  True  ,  driver  ,  Rural  ,  Instagram  ,235,14,8169,  Jokes/Memes  ,6,1645,2,23,33,11,  nan  ,8,2,  Boredom  ,  Smartphone  ,  iOS  ,  10:15 PM  ,10,0,  At work  ,  Wi-Fi  ,  Thursday  ,  Espresso  ,  Live Laugh Love  ,  Anxious  ,10,  Nothing  ,  🔥  ,  Single  ,  Bella  
988,28,  Female  ,  Indonesia  ,66169,  True  ,  nan  ,  Artist  ,  nan  ,  YouTube  ,15,4,6940,  Life Hacks  ,6,9924,1,26,44,24,  Evening  ,6,4,  Entertainment  ,  Tablet  ,  Windows  ,  4:25 PM  ,8,2,  Commuting  ,  Mobile Data  ,  Tuesday  ,  Cappuccino  ,  Live Laugh Love  ,  Sad  ,10,  Nothing  ,  😴  ,  Divorced  ,  Luna  
989,53,  Male  ,  Philippines  ,27659,  False  ,  True  ,  Labor/Worker  ,  Urban  ,  TikTok  ,223,18,8262,  Vlogs  ,18,1787,4,6,32,88,  Morning  ,6,4,  Habit  ,  Smartphone  ,  Android  ,  9:55 AM  ,8,2,  At school  ,  Mobile Data  ,  Saturday  ,  Latte  ,  Live Laugh Love  ,  Excited  ,8,  Nothing  ,  💡  ,  Complicated  ,  Luna  
990,30,  Male  ,  Indonesia  ,80614,  True  ,  False  ,  Labor/Worker  ,  Rural  ,  YouTube  ,215,15,5559,  Trends  ,20,9815,5,23,47,71,  Evening  ,6,4,  Boredom  ,  Tablet  ,  Android  ,  4:25 PM  ,8,2,  At work  ,  Wi-Fi  ,  Sunday  ,  Latte  ,  Carpe Diem  ,  Sad  ,5,  Nothing  ,  🔥  ,  Married  ,  Buddy  
991,60,  Female  ,  India  ,97240,  True  ,  True  ,  Labor/Worker  ,  Urban  ,  Facebook  ,76,9,5945,  Jokes/Memes  ,8,,1,28,11,21,  Afternoon  ,3,7,  Habit  ,  Smartphone  ,  MacOS  ,  5:45 PM  ,5,5,  At home  ,  Wi-Fi  ,  Tuesday  ,  Latte  ,  Carpe Diem  ,  Anxious  ,7,  Cereal  ,  😴  ,  Complicated  ,  Max  
992,20,  Other  ,  Germany  ,52793,  True  ,  True  ,  Artist  ,  Urban  ,  YouTube  ,109,18,7127,  Vlogs  ,8,1848,5,17,42,20,  Afternoon  ,8,2,  Boredom  ,  Smartphone  ,  MacOS  ,  5:45 PM  ,10,0,  Commuting  ,  Mobile Data  ,  Wednesday  ,  Black  ,  Keep going  ,  Tired  ,7,  Toast  ,  😂  ,  Divorced  ,  Max  
993,50,  Male  ,  Philippines  ,66473,  True  ,  True  ,  Teacher  ,  Rural  ,  Instagram  ,21,3,481,  Life Hacks  ,29,1561,6,14,2,10,  Night  ,8,2,  Procrastination  ,  Tablet  ,  Windows  ,  10:15 PM  ,10,0,  Commuting  ,  Mobile Data  ,  Friday  ,  Latte  ,  YOLO  ,  Anxious  ,12,  Nothing  ,  😴  ,  Married  ,  Buddy  
994,23,  Female  ,  India  ,75751,  True  ,  True  ,  Students  ,  Urban  ,  TikTok  ,246,10,5264,  ASMR  ,8,773,3,5,26,89,  Night  ,8,2,  Habit  ,  Computer  ,  Android  ,  10:15 PM  ,10,0,  Commuting  ,  Mobile Data  ,  Thursday  ,  Latte  ,  Hakuna Matata  ,  Anxious  ,8,  Toast  ,  💡  ,  nan  ,  Buddy  
995,27,  Male  ,  United States  ,98915,  True  ,  False  ,  Waiting staff  ,  Urban  ,  Instagram  ,267,17,4095,  Jokes/Memes  ,8,7311,7,23,4,47,  Night  ,8,2,  Procrastination  ,  Computer  ,  iOS  ,  10:15 PM  ,10,0,  Commuting  ,  Mobile Data  ,  Saturday  ,  Cappuccino  ,  YOLO  ,  Sad  ,10,  Cereal  ,  😊  ,  nan  ,  Buddy  
996,22,  Male  ,  India  ,74254,  True  ,  True  ,  Students  ,  Rural  ,  TikTok  ,144,7,,  Gaming  ,1,5179,6,17,17,47,  Afternoon  ,9,1,  Procrastination  ,  Smartphone  ,  iOS  ,  5:45 PM  ,10,0,  At work  ,  Mobile Data  ,  Friday  ,  Cappuccino  ,  Keep going  ,  Happy  ,12,  Nothing  ,  💡  ,  Divorced  ,  Buddy  
997,40,  Female  ,  Pakistan  ,27006,  nan  ,  False  ,  Waiting staff  ,  Urban  ,  Facebook  ,231,15,,  Life Hacks  ,2,1803,4,2,17,15,  Night  ,8,2,  Boredom  ,  Smartphone  ,  MacOS  ,  10:15 PM  ,10,0,  At home  ,  Mobile Data  ,  Sunday  ,  Latte  ,  Carpe Diem  ,  Tired  ,8,  Pancakes  ,  💡  ,  Single  ,  Bella  
998,27,  Male  ,  India  ,94218,  True  ,  nan  ,  Waiting staff  ,  Rural  ,  TikTok  ,165,1,2893,  Pranks  ,12,,3,9,28,44,  Night  ,9,1,  Procrastination  ,  Smartphone  ,  iOS  ,  10:15 PM  ,10,0,  Commuting  ,  Mobile Data  ,  Monday  ,  None  ,  YOLO  ,  Happy  ,10,  Nothing  ,  💡  ,  Complicated  ,  Bella  
999,61,  Male  ,  Pakistan  ,85344,  True  ,  False  ,  Students  ,  Urban  ,  YouTube  ,151,11,1199,  Life Hacks  ,15,2050,5,12,30,62,  nan  ,3,7,  nan  ,  Smartphone  ,  MacOS  ,  10:15 PM  ,5,5,  At work  ,  Wi-Fi  ,  Wednesday  ,  Latte  ,  Keep going  ,  Happy  ,12,  Omelette  ,  😊  ,  Married  ,  Buddy  
1000,19,  Male  ,  India  ,53840,  True  ,  True  ,  driver  ,  nan  ,  YouTube  ,167,17,8012,  Pranks  ,4,9790,3,19,40,6,  Evening  ,6,4,  Procrastination  ,  Smartphone  ,  Android  ,  4:25 PM  ,8,2,  At home  ,  Mobile Data  ,  Friday  ,  Espresso  ,  Live Laugh Love  ,  Sad  ,10,  Nothing  ,  😊  ,  Single  ,  Max  
522,25,  Other  ,  India  ,92982,  True  ,  nan  ,  Labor/Worker  ,  Rural  ,  YouTube  ,78,18,601,  Life Hacks  ,23,5977,1,3,30,62,  Evening  ,7,3,  Entertainment  ,  Smartphone  ,  Android  ,  3:55 PM  ,9,1,  At school  ,  Wi-Fi  ,  Sunday  ,  Cappuccino  ,  Carpe Diem  ,  Sad  ,11,  Cereal  ,  nan  ,  Complicated  ,  Luna  
738,38,  Female  ,  United States  ,88899,  nan  ,  False  ,  Students  ,  Rural  ,  Instagram  ,73,7,,  Gaming  ,17,3275,6,27,6,18,  Afternoon  ,3,7,  Boredom  ,  Computer  ,  Android  ,  5:00 PM  ,5,5,  At home  ,  Mobile Data  ,  Tuesday  ,  Latte  ,  Carpe Diem  ,  Sad  ,10,  Nothing  ,  😴  ,  Single  ,  Max  
741,34,  Female  ,  Pakistan  ,62727,  True  ,  True  ,  Students  ,  Rural  ,  Instagram  ,161,13,6143,  ASMR  ,20,824,6,28,38,49,  Evening  ,9,1,  Entertainment  ,  Smartphone  ,  Android  ,  2:00 PM  ,10,0,  At home  ,  Mobile Data  ,  Saturday  ,  Cappuccino  ,  Carpe Diem  ,  Sad  ,6,  Nothing  ,  😂  ,  Complicated  ,  Luna  
661,38,  Female  ,  Mexico  ,36859,  False  ,  False  ,  Waiting staff  ,  Rural  ,  TikTok  ,251,17,,  Vlogs  ,3,6147,6,19,47,38,  Night  ,1,9,  Habit  ,  Tablet  ,  Android  ,  10:15 PM  ,3,7,  At work  ,  Wi-Fi  ,  Friday  ,  None  ,  Keep going  ,  Happy  ,10,  Toast  ,  😂  ,  Divorced  ,  Bella  
412,61,  Male  ,  Vietnam  ,62604,  True  ,  True  ,  Students  ,  Urban  ,  YouTube  ,159,16,8149,  Vlogs  ,8,2570,1,13,24,26,  nan  ,8,2,  Entertainment  ,  Smartphone  ,  iOS  ,  7:45 AM  ,10,0,  At home  ,  Mobile Data  ,  Sunday  ,  Black  ,  Live Laugh Love  ,  Anxious  ,12,  Nothing  ,  🔥  ,  nan  ,  Max  
679,40,  Female  ,  India  ,48064,  False  ,  True  ,  Artist  ,  nan  ,  YouTube  ,282,9,735,  Pranks  ,6,7106,2,26,30,12,  Morning  ,7,3,  Boredom  ,  Smartphone  ,  iOS  ,  9:55 AM  ,9,1,  At school  ,  Mobile Data  ,  Wednesday  ,  Cappuccino  ,  Live Laugh Love  ,  Anxious  ,7,  Nothing  ,  🔥  ,  Single  ,  Max  
627,21,  Male  ,  United States  ,50654,  True  ,  False  ,  Waiting staff  ,  Rural  ,  YouTube  ,216,7,4929,  Trends  ,24,,3,2,19,37,  Evening  ,5,5,  Procrastination  ,  Tablet  ,  MacOS  ,  4:25 PM  ,7,3,  At work  ,  Mobile Data  ,  Friday  ,  Latte  ,  Live Laugh Love  ,  Happy  ,12,  Omelette  ,  nan  ,  Complicated  ,  Luna  
514,29,  Female  ,  India  ,68438,  True  ,  False  ,  Labor/Worker  ,  Urban  ,  Instagram  ,38,4,2177,  Vlogs  ,18,9396,2,2,46,88,  Night  ,2,8,  Entertainment  ,  Smartphone  ,  iOS  ,  11:30 PM  ,4,6,  At home  ,  Mobile Data  ,  Monday  ,  None  ,  YOLO  ,  Happy  ,,  Pancakes  ,  😴  ,  Married  ,  Buddy  
860,43,  Other  ,  Pakistan  ,36211,  False  ,  False  ,  Students  ,  nan  ,  Facebook  ,247,10,4186,  Vlogs  ,7,9492,2,17,48,33,  Evening  ,8,2,  Habit  ,  Smartphone  ,  Windows  ,  2:00 PM  ,10,0,  At home  ,  Wi-Fi  ,  Thursday  ,  Cappuccino  ,  Hakuna Matata  ,  Sad  ,9,  Pancakes  ,  🔥  ,  Divorced  ,  Bella  
137,43,  Female  ,  Pakistan  ,59961,  True  ,  nan  ,  Cashier  ,  Rural  ,  Instagram  ,205,9,3535,  Trends  ,27,8945,9,16,37,84,  Night  ,3,7,  Boredom  ,  Smartphone  ,  Android  ,  9:00 PM  ,5,5,  At home  ,  Mobile Data  ,  Saturday  ,  Cappuccino  ,  Keep going  ,  Excited  ,8,  Cereal  ,  😴  ,  Complicated  ,  Bella  
812,37,  Male  ,  Germany  ,93463,  True  ,  False  ,  Waiting staff  ,  Rural  ,  YouTube  ,113,14,7679,  Pranks  ,12,3535,4,24,44,61,  Evening  ,6,4,  nan  ,  Smartphone  ,  Android  ,  2:00 PM  ,8,2,  At work  ,  Mobile Data  ,  Monday  ,  Espresso  ,  Hakuna Matata  ,  Excited  ,11,  Omelette  ,  😂  ,  Divorced  ,  Bella  
77,25,  Female  ,  India  ,26304,  False  ,  False  ,  driver  ,  Rural  ,  TikTok  ,261,18,1307,  Pranks  ,8,,6,25,36,45,  Night  ,3,7,  Procrastination  ,  Smartphone  ,  Android  ,  9:00 PM  ,5,5,  Commuting  ,  Wi-Fi  ,  Thursday  ,  Black  ,  YOLO  ,  Tired  ,6,  Pancakes  ,  🔥  ,  Divorced  ,  Max  
637,36,  Male  ,  Pakistan  ,75568,  True  ,  True  ,  Waiting staff  ,  Rural  ,  Facebook  ,197,13,893,  ASMR  ,8,7173,1,14,44,28,  Evening  ,5,5,  Habit  ,  Tablet  ,  MacOS  ,  4:25 PM  ,7,3,  At school  ,  Mobile Data  ,  Sunday  ,  Cappuccino  ,  YOLO  ,  Sad  ,10,  Nothing  ,  😴  ,  Complicated  ,  Bella  
974,23,  Female  ,  Germany  ,72428,  True  ,  False  ,  Teacher  ,  Urban  ,  Facebook  ,160,8,1235,  Jokes/Memes  ,26,2745,6,24,20,93,  Night  ,6,4,  Habit  ,  Smartphone  ,  Android  ,  10:15 PM  ,8,2,  At school  ,  Mobile Data  ,  Friday  ,  Cappuccino  ,  Keep going  ,  Anxious  ,8,  Omelette  ,  😂  ,  Single  ,  Bella  
939,38,  Male  ,  India  ,64724,  True  ,  True  ,  driver  ,  Urban  ,  TikTok  ,174,15,1293,  Jokes/Memes  ,27,973,7,4,16,81,  Afternoon  ,3,7,  Habit  ,  Computer  ,  Android  ,  5:45 PM  ,5,5,  At home  ,  Mobile Data  ,  Wednesday  ,  Black  ,  Keep going  ,  Excited  ,8,  Pancakes  ,  😴  ,  nan  ,  Bella  
900,27,  Male  ,  Mexico  ,80948,  True  ,  False  ,  Manager  ,  Rural  ,  Facebook  ,266,11,2635,  Gaming  ,1,8142,5,9,1,68,  Evening  ,6,4,  Habit  ,  Smartphone  ,  Android  ,  2:00 PM  ,8,2,  Commuting  ,  Wi-Fi  ,  Monday  ,  None  ,  Keep going  ,  Tired  ,10,  Nothing  ,  💡  ,  Married  ,  Buddy  
281,28,  Female  ,  Philippines  ,70939,  True  ,  True  ,  Waiting staff  ,  Rural  ,  TikTok  ,73,17,2108,  Pranks  ,24,5161,8,24,4,73,  Morning  ,8,2,  Boredom  ,  Smartphone  ,  Android  ,  9:15 AM  ,10,0,  At home  ,  Wi-Fi  ,  Tuesday  ,  None  ,  YOLO  ,  Tired  ,,  Toast  ,  😊  ,  Single  ,  Max  
884,31,  Female  ,  United States  ,54773,  nan  ,  True  ,  Cashier  ,  Urban  ,  Instagram  ,21,8,624,  Gaming  ,5,279,4,9,39,94,  Night  ,8,2,  Boredom  ,  Computer  ,  Android  ,  9:00 PM  ,10,0,  Commuting  ,  Wi-Fi  ,  Monday  ,  Cappuccino  ,  Carpe Diem  ,  Anxious  ,6,  Toast  ,  💡  ,  Divorced  ,  Buddy  
762,18,  Male  ,  United States  ,81388,  True  ,  True  ,  Students  ,  Rural  ,  YouTube  ,85,8,9778,  Entertainment  ,8,1214,5,7,45,35,  Evening  ,3,7,  nan  ,  Computer  ,  Android  ,  2:00 PM  ,5,5,  At home  ,  Wi-Fi  ,  Monday  ,  Latte  ,  Carpe Diem  ,  Happy  ,,  Pancakes  ,  😴  ,  Married  ,  Bella  
320,44,  Male  ,  Pakistan  ,68200,  True  ,  nan  ,  driver  ,  Urban  ,  TikTok  ,19,2,4538,  Entertainment  ,20,3355,8,7,8,39,  nan  ,5,5,  Entertainment  ,  Smartphone  ,  MacOS  ,  6:05 PM  ,7,3,  At school  ,  Mobile Data  ,  Tuesday  ,  Black  ,  Keep going  ,  Tired  ,5,  Cereal  ,  😴  ,  Single  ,  Buddy  
550,49,  Male  ,  United States  ,88803,  True  ,  True  ,  Cashier  ,  Urban  ,  Facebook  ,121,9,3758,  Vlogs  ,22,5229,3,22,41,89,  Night  ,3,7,  Habit  ,  Smartphone  ,  Windows  ,  11:30 PM  ,5,5,  At home  ,  Wi-Fi  ,  Friday  ,  Black  ,  Live Laugh Love  ,  Anxious  ,8,  Cereal  ,  😂  ,  Married  ,  Buddy  
175,28,  Male  ,  Philippines  ,57711,  True  ,  nan  ,  Students  ,  Urban  ,  TikTok  ,185,13,1187,  ASMR  ,5,7394,1,2,49,76,  Night  ,3,7,  Entertainment  ,  Smartphone  ,  MacOS  ,  9:00 PM  ,5,5,  Commuting  ,  Wi-Fi  ,  Monday  ,  Latte  ,  Carpe Diem  ,  Excited  ,,  Cereal  ,  😊  ,  Married  ,  Luna  
372,57,  Female  ,  Germany  ,27368,  False  ,  True  ,  Labor/Worker  ,  Rural  ,  Instagram  ,93,10,247,  Life Hacks  ,24,4802,5,10,19,27,  Afternoon  ,5,5,  Habit  ,  Tablet  ,  iOS  ,  6:05 PM  ,7,3,  At home  ,  Wi-Fi  ,  Wednesday  ,  None  ,  YOLO  ,  Tired  ,5,  Cereal  ,  😴  ,  Complicated  ,  Bella  
528,58,  Other  ,  Japan  ,37514,  False  ,  False  ,  Engineer  ,  Rural  ,  TikTok  ,194,6,1755,  Trends  ,10,944,3,18,21,66,  Evening  ,7,3,  Habit  ,  Smartphone  ,  iOS  ,  3:55 PM  ,9,1,  At work  ,  Wi-Fi  ,  Sunday  ,  Black  ,  Carpe Diem  ,  Excited  ,5,  Pancakes  ,  💡  ,  Single  ,  Buddy  
211,49,  Female  ,  Germany  ,29752,  False  ,  False  ,  Students  ,  Rural  ,  Instagram  ,20,7,8979,  Gaming  ,29,5212,6,7,20,32,  Evening  ,6,4,  Habit  ,  Tablet  ,  MacOS  ,  3:45 PM  ,8,2,  At home  ,  Mobile Data  ,  Friday  ,  Cappuccino  ,  Hakuna Matata  ,  Tired  ,12,  Pancakes  ,  😂  ,  Complicated  ,  Buddy  
236,46,  Female  ,  Indonesia  ,79042,  True  ,  nan  ,  Students  ,  Urban  ,  YouTube  ,261,14,,  Life Hacks  ,15,9915,8,15,14,48,  Evening  ,6,4,  Procrastination  ,  Computer  ,  Android  ,  3:45 PM  ,8,2,  At school  ,  Wi-Fi  ,  Saturday  ,  Black  ,  Live Laugh Love  ,  Tired  ,9,  Cereal  ,  😴  ,  Married  ,  None  
102,41,  Male  ,  Germany  ,88673,  nan  ,  False  ,  Waiting staff  ,  Rural  ,  Instagram  ,47,18,2826,  Jokes/Memes  ,16,978,7,27,18,88,  Night  ,3,7,  Boredom  ,  Smartphone  ,  iOS  ,  9:00 PM  ,5,5,  Commuting  ,  Mobile Data  ,  Monday  ,  None  ,  Keep going  ,  Happy  ,7,  Pancakes  ,  💡  ,  Single  ,  Bella  
